symbol	ensembl
CCL8	ENSG00000108700
DEFA4	
CAST	ENSG00000310517
PTGDS	ENSG00000107317
UPB1	ENSG00000100024
ADAM8	ENSG00000151651
ILF3	ENSG00000129351
TPSAB1	ENSG00000172236
PTPRZ1	ENSG00000106278
RGS17	ENSG00000091844
SLC30A9	ENSG00000014824
PTGS1	ENSG00000095303
FEB2	
PRKD3	ENSG00000115825
HPCAL1	ENSG00000115756
CTSG	ENSG00000100448
RHOC	ENSG00000155366
GCGR	
DNCM	
CBLB	ENSG00000114423
LINC00251	ENSG00000280725
PTPN12	ENSG00000127947
HP	ENSG00000257017
TTK	ENSG00000112742
RPL4	ENSG00000174444
CD274	ENSG00000120217
IGF1	ENSG00000017427
SZRD1	
ATP2B1	ENSG00000070961
IGF2R	ENSG00000197081
SLC4A1	ENSG00000004939
RPL27A	ENSG00000166441
CTSLP8	
CTDSP1	ENSG00000144579
GNRH1	ENSG00000147437
NDUFV1	ENSG00000167792
OCA2	
SCN8A	ENSG00000196876
IDS	ENSG00000010404
PRKCI	ENSG00000163558
TRDN	ENSG00000186439
MYO9B	ENSG00000099331
FGG	ENSG00000171557
SLPI	ENSG00000124107
COL15A1	ENSG00000204291
BRDT	ENSG00000137948
POLA2	ENSG00000014138
BAHD1	ENSG00000140320
MPO	ENSG00000005381
DCC	ENSG00000187323
PTGER2	ENSG00000125384
CSF3	ENSG00000108342
PTPN13	ENSG00000163629
TFAP2A	ENSG00000137203
CCNE2	ENSG00000175305
CTSW	ENSG00000172543
CTSO	
CDK16	ENSG00000102225
NPR3	ENSG00000113389
CLASP1	ENSG00000074054
MT1H	ENSG00000205358
HOXD9	ENSG00000128709
B2M	
MYL7	ENSG00000106631
TAT	ENSG00000198650
IL10RB	ENSG00000243646
HBEGF	ENSG00000113070
MAS1	ENSG00000130368
CCR1	ENSG00000163823
MITF	ENSG00000187098
GPR139	ENSG00000180269
TNFRSF1B	ENSG00000028137
NT5C3A	ENSG00000122643
AHSA1	ENSG00000100591
DFNA19	
CBLN1	ENSG00000102924
CYP1B1	ENSG00000138061
PPIA	ENSG00000196262
SSTR5	ENSG00000162009
ADH1B	ENSG00000196616
CACNG1	ENSG00000108878
CXCL2	ENSG00000081041
MYLIP	ENSG00000007944
COL19A1	ENSG00000082293
ATP6V1G2	
CASP5	ENSG00000137757
WWOX	ENSG00000186153
VPS13D	ENSG00000048707
DNAH9	ENSG00000007174
DYRK3	ENSG00000143479
PTPN1	ENSG00000196396
CTSK	ENSG00000143387
SLC11A1	ENSG00000018280
MYO1H	ENSG00000174527
CCL21	ENSG00000137077
TNNI3	ENSG00000129991
GANC	ENSG00000214013
TJP1	
STAG2	ENSG00000101972
RPL13A	ENSG00000142541
IFNAR2	ENSG00000159110
ATHS	
PGR	ENSG00000082175
OR52J2P	ENSG00000230261
GPR55	ENSG00000135898
HNRNPA1	ENSG00000135486
PSMD2	ENSG00000175166
RIGI	ENSG00000107201
GRIK1	ENSG00000171189
KDM1B	ENSG00000165097
CYP26C1	ENSG00000187553
UGT1A1	ENSG00000241635
THBS1	ENSG00000137801
AFG2A	ENSG00000145375
COL7A1	ENSG00000114270
POLD3	ENSG00000077514
SLC38A4	ENSG00000139209
MAP3K11	ENSG00000173327
FUT6	ENSG00000156413
TOP1	ENSG00000198900
UGT1A7	ENSG00000244122
COL11A1	ENSG00000060718
RHOB	ENSG00000143878
FOXF2	ENSG00000137273
GNL3	ENSG00000163938
DXO	
TUBA3C	ENSG00000198033
REN	ENSG00000143839
IFNA8	ENSG00000120242
MRM2	ENSG00000122687
CACNA1A	ENSG00000141837
CNA1	
DDB1	ENSG00000167986
NR2F6	ENSG00000160113
UBA2	ENSG00000126261
NKX6-1	ENSG00000163623
MAPK9	ENSG00000050748
CFD	
CDKN2B-AS1	ENSG00000240498
CD24P2	
COL4A6	ENSG00000197565
ALDH9A1	ENSG00000143149
ZNF501	
RPL37A	ENSG00000197756
RRAS2	ENSG00000133818
CD79B	ENSG00000007312
ADRA1D	ENSG00000171873
NAPRT	
UBE2K	ENSG00000078140
MUCL3	
CEL	ENSG00000170835
FPR1	ENSG00000171051
ITGA5	ENSG00000161638
PER1	ENSG00000179094
GYPE	ENSG00000197465
CCR3	ENSG00000183625
MOGAT2	ENSG00000166391
RRP1B	ENSG00000160208
ATIC	ENSG00000138363
NCF2	ENSG00000116701
GLRX	ENSG00000173221
GSTA3	ENSG00000174156
OR52J3	
FRA9C	
CACNA1I	ENSG00000100346
DTNA	ENSG00000134769
ERVW-1	ENSG00000242950
NOS1AP	ENSG00000198929
GMPR	ENSG00000137198
GAPDHP71	
CDX2	ENSG00000165556
SIK3	ENSG00000160584
ENPEP	ENSG00000138792
ALPP	ENSG00000163283
EPHA3	ENSG00000044524
E2F8	ENSG00000129173
CSRP1	ENSG00000159176
ZNF165	ENSG00000197279
NOX1	ENSG00000007952
NDUFAF3	ENSG00000178057
CCR6	ENSG00000112486
ADRB2	ENSG00000169252
ARAF	ENSG00000078061
HMOX1	ENSG00000100292
P2RY13	ENSG00000181631
CPT1B	ENSG00000205560
GALNT3	ENSG00000115339
KCNJ3	ENSG00000162989
STK11	ENSG00000118046
UGT2B@	
ITK	ENSG00000113263
NAGLU	ENSG00000108784
SCARB1	ENSG00000073060
DTYMK	ENSG00000168393
ETFDH	ENSG00000171503
CRTC2	ENSG00000160741
GPR21	ENSG00000188394
ATP5BL2	
AVPR1A	ENSG00000166148
MMP9	ENSG00000100985
MCM8	ENSG00000125885
DAP	ENSG00000112977
DIABLO	ENSG00000184047
CDK3	ENSG00000250506
EMX2	ENSG00000170370
FCN2	ENSG00000160339
KLRC4	ENSG00000183542
PDE4D	ENSG00000113448
ACTN2	ENSG00000077522
NPFFR2	ENSG00000056291
IGFBP6	ENSG00000167779
HCRTR1	ENSG00000121764
CD24P3	
EVPL	ENSG00000167880
CELF4	ENSG00000101489
CDC42	ENSG00000070831
CYP4A11	ENSG00000187048
EIF4EBP1	ENSG00000187840
FZD4	ENSG00000174804
GSTA2	ENSG00000244067
HOXB6	ENSG00000108511
HMMR	ENSG00000072571
SREBF1	ENSG00000072310
FURIN	ENSG00000140564
MIR6076	ENSG00000278038
NPPC	ENSG00000163273
ABO	
BEVI	
COL26A1	ENSG00000160963
USP7	ENSG00000187555
FOLR1	ENSG00000110195
RPS5	ENSG00000083845
KCNMB1	ENSG00000145936
RPS26	ENSG00000197728
MYT1L	ENSG00000186487
ACAT2	ENSG00000120437
GTF2B	ENSG00000137947
PPARD	ENSG00000112033
H1-6	ENSG00000187475
ATP2A3	ENSG00000074370
FRA7J	
CD8B	ENSG00000172116
ACP5	ENSG00000102575
PSMB1	
CTPS1	ENSG00000171793
EPHA6	ENSG00000080224
BIRC6	ENSG00000115760
KRT17	ENSG00000128422
PTPN11	ENSG00000179295
HSPA8	ENSG00000109971
NPPA-AS1	
MARCKSL1	ENSG00000175130
PIP	ENSG00000159763
GPR119	ENSG00000147262
MED19	ENSG00000156603
GIPR	ENSG00000010310
HGD	ENSG00000113924
MMP10	ENSG00000166670
GDI1	ENSG00000203879
GUCA2B	ENSG00000044012
COL8A2	ENSG00000171812
COL4A1	ENSG00000187498
PSMC2	ENSG00000161057
CORD1	
AFP	ENSG00000081051
NDUFA3	
ELF3	ENSG00000163435
CFLAR	ENSG00000003402
DDO	ENSG00000203797
MAPK1	ENSG00000100030
SCD	ENSG00000099194
CTSA	ENSG00000064601
PMP22	ENSG00000109099
DAGLB	ENSG00000164535
LPAR6	ENSG00000139679
GBA1	
CD27	ENSG00000139193
SLC23A1	ENSG00000170482
AGAP3	ENSG00000133612
PRMT1	ENSG00000126457
SMO	ENSG00000128602
MXI1	ENSG00000119950
MICA	
GALR2	ENSG00000182687
GRIA4	ENSG00000152578
PIK3C2A	ENSG00000011405
DR1	ENSG00000117505
IGF2	ENSG00000167244
ARF6	ENSG00000165527
GPR37	ENSG00000170775
BAAT	
CD163	ENSG00000177575
CTNNBL1	ENSG00000132792
ITGA1	ENSG00000213949
CYP2A7P1	ENSG00000213908
TUBB	
BDNF-AS	ENSG00000245573
HOXC10	ENSG00000180818
RPS6	ENSG00000137154
RARG	ENSG00000172819
AGTRL2	
EEF1D	
DTNBP1	ENSG00000047579
DPH1	ENSG00000108963
AUH	ENSG00000148090
AQP1	ENSG00000240583
GRPR	ENSG00000126010
HCAR2	ENSG00000182782
SUGCT	ENSG00000175600
C8ORF34	ENSG00000165084
AKR1B1	ENSG00000085662
F2RL1	ENSG00000164251
ADH7	ENSG00000196344
DLX5	ENSG00000105880
CLC	ENSG00000105205
IL12B	ENSG00000113302
PDE4C	
LIG1	ENSG00000105486
PPOX	ENSG00000143224
GRB2	ENSG00000177885
DYRK4	ENSG00000010219
CTRB1	
DPYSL2	ENSG00000092964
ZNF385D	ENSG00000151789
ATF3	ENSG00000162772
GLRA3	ENSG00000145451
NFE2	ENSG00000123405
CSTB	ENSG00000160213
AKR1D1	ENSG00000122787
HPX	ENSG00000110169
PTGER3	ENSG00000050628
FSTL5	ENSG00000168843
MCOLN2	ENSG00000153898
EXOC4	ENSG00000131558
ACADS	ENSG00000122971
EGLN3	ENSG00000129521
FCP1	
SLC9A3	
CHRNA7	
CXCL1	ENSG00000163739
FZD7	ENSG00000155760
PLCG2	ENSG00000197943
GPX1P2	
CSF3R	ENSG00000119535
JAG1	ENSG00000101384
ADORA2B	ENSG00000170425
HNRNPH3	ENSG00000096746
RHOG	ENSG00000177105
PIPSL	ENSG00000180764
ADAR	ENSG00000160710
OASL	ENSG00000135114
TUBB3	ENSG00000258947
ADH6	ENSG00000172955
C3	ENSG00000125730
CD248	ENSG00000174807
MSMB	ENSG00000263639
GRM7	ENSG00000196277
FAH	ENSG00000103876
FDX1	ENSG00000137714
SRR	ENSG00000167720
WDR24	ENSG00000127580
GAST	ENSG00000184502
TNC	ENSG00000041982
CLEC16A	ENSG00000038532
ANXA2P2	
GZMA	ENSG00000145649
CREBBP	ENSG00000005339
DDC	ENSG00000132437
FBP2	ENSG00000130957
SPG7	ENSG00000197912
SST	ENSG00000157005
ALDH3B1	ENSG00000006534
DPH2	ENSG00000132768
AAVS1	
GRIN2D	ENSG00000105464
MISP	ENSG00000099812
VIPR1	ENSG00000114812
HCK	ENSG00000101336
H1-3	ENSG00000124575
STK3	ENSG00000104375
CACNA2D4	
RABGAP1L	ENSG00000152061
FCGR2A	ENSG00000143226
NDUFAF2	ENSG00000164182
ZFP91-CNTF	
KCND2	ENSG00000184408
HCN2	ENSG00000099822
BRD10	ENSG00000183354
DLL3	ENSG00000090932
SLC12A1	ENSG00000074803
CYP3A43	ENSG00000021461
KMT5C	ENSG00000133247
FGF22	ENSG00000070388
ASRGL1	ENSG00000162174
PARP14	ENSG00000173193
ALOX12	ENSG00000108839
FOXO3	ENSG00000118689
MAN1A1	ENSG00000111885
FMO3	ENSG00000007933
HNRNPAB	ENSG00000197451
SLC16A3	ENSG00000141526
METTL3	ENSG00000165819
C9ORF72	ENSG00000147894
SQSTM1	
FRV3	
ACVR1C	ENSG00000123612
ACTBP7	
HPRT1	ENSG00000165704
HLCS	ENSG00000159267
SLC52A2	
KCNH6	ENSG00000173826
FMO1	ENSG00000010932
DNAH6	ENSG00000115423
GABRG3	ENSG00000182256
MYOD1	ENSG00000129152
POLR2A	
PANX2	ENSG00000073150
PSMD11	ENSG00000108671
IBSP	ENSG00000029559
MTRR	ENSG00000124275
MAPKAPK3	ENSG00000114738
ECE1	ENSG00000117298
RPE65	ENSG00000116745
HOXC8	ENSG00000037965
OPCML	ENSG00000183715
LKAAEAR1	ENSG00000171695
ADCK1	ENSG00000063761
YBX1	ENSG00000065978
CPA2	ENSG00000158516
SULT1A2	ENSG00000197165
PTPRS	ENSG00000105426
MLNR	ENSG00000102539
GRIN2B	ENSG00000273079
MARCKS	ENSG00000277443
PPP3CC	ENSG00000120910
PROC	ENSG00000115718
DDX53	ENSG00000184735
EFNB1	ENSG00000090776
EFNA2	ENSG00000099617
GRIN3B	ENSG00000116032
E2F3	ENSG00000112242
F5	ENSG00000198734
CDB2	
NOX3	ENSG00000074771
TNFSF12	ENSG00000239697
LRRC59	ENSG00000108829
LRBA	ENSG00000198589
GABRR3	ENSG00000183185
KHSRP	ENSG00000088247
TRPV1	ENSG00000196689
ASS1P2	ENSG00000223922
TP53	ENSG00000141510
FOXL2	ENSG00000183770
BGN	ENSG00000182492
TLR3	ENSG00000164342
SGPL1	ENSG00000166224
IL22	ENSG00000127318
FRA4E	
GPR20	
CEP43	ENSG00000213066
FTH1P2	ENSG00000285319
BLVRA	ENSG00000106605
AMY1C	ENSG00000187733
ACVRL1	ENSG00000139567
IGF1R	ENSG00000140443
ACHE	ENSG00000087085
SLC22A9	ENSG00000149742
CTRC	ENSG00000162438
ATP6V1C1	ENSG00000155097
CLCNKA	ENSG00000186510
ISG15	ENSG00000187608
IMPA1	ENSG00000133731
IL10	ENSG00000136634
NLGN1	ENSG00000169760
GAPDHP67	
NOTCH3	ENSG00000074181
SLC22A7	ENSG00000137204
HDAC3	ENSG00000171720
PXN	ENSG00000089159
FRA20B	
CENPE	ENSG00000138778
CSK	ENSG00000103653
NKAIN3	ENSG00000185942
APRT	ENSG00000198931
NR2E3	ENSG00000278570
PPA1	ENSG00000180817
CNR2	ENSG00000188822
SNAP25	ENSG00000132639
ARID4A	ENSG00000032219
PON1	ENSG00000005421
UMPS	ENSG00000114491
EYA3	ENSG00000158161
MS4A1	ENSG00000156738
BCGF1	
IFNA6	ENSG00000120235
CORT	ENSG00000241563
FEB1	
BTG1	ENSG00000133639
ADAMTS1	ENSG00000154734
ITPKC	ENSG00000086544
TLR8	ENSG00000101916
ASGR1	ENSG00000141505
GPBAR1	ENSG00000179921
PIK3C2B	ENSG00000133056
BTN1A1	
HOXC12	ENSG00000123407
KNG1	ENSG00000113889
IL1RN	ENSG00000136689
DHX36	
IL24	ENSG00000162892
GABRA4	ENSG00000109158
LY75	ENSG00000054219
FRA5C	
LGALS3	ENSG00000131981
ANXA7	ENSG00000138279
EIF4G1	ENSG00000114867
HTR2C	ENSG00000147246
REEP5	ENSG00000129625
SNW1	ENSG00000100603
BCL3	ENSG00000069399
SENP6	ENSG00000112701
PPP3CA	ENSG00000138814
FCER2	ENSG00000104921
EXTL3	ENSG00000012232
INS-IGF2	ENSG00000129965
PPP1R18	
GPER1	ENSG00000164850
OR52E2	
HCAR3	ENSG00000255398
TNFRSF11B	ENSG00000164761
GDI2P1	
CSRP2	ENSG00000175183
DNPEP	ENSG00000123992
CYLC1	ENSG00000183035
ABCD2	ENSG00000173208
HTR3C	ENSG00000178084
E2F7	ENSG00000165891
CALCA	ENSG00000110680
CRH	ENSG00000147571
ATP6V0C	ENSG00000185883
PIM2	
TSPYL1	ENSG00000189241
CALCR	ENSG00000004948
DPAGT1	ENSG00000172269
CACNA1D	ENSG00000157388
ADD3	ENSG00000148700
STAT5B	ENSG00000173757
PTH	ENSG00000152266
BAG1	ENSG00000107262
INPP5D	
GNG10	ENSG00000242616
ARAP2	ENSG00000047365
MYLK	ENSG00000065534
RPL15	ENSG00000174748
HDGF	ENSG00000143321
PAK3	ENSG00000077264
ATF4	ENSG00000128272
KCNA7	ENSG00000104848
NQO2	ENSG00000124588
CLMN	ENSG00000165959
SYT2	ENSG00000143858
PIK3CD	ENSG00000171608
NOTCH1	ENSG00000148400
ABCC4	ENSG00000125257
IL11	ENSG00000095752
FRA10C	
SPECC1L	ENSG00000100014
HOXA5	ENSG00000106004
OAT	ENSG00000065154
POLR3G	ENSG00000113356
NME1	ENSG00000239672
NPSR1	ENSG00000187258
TNFRSF10B	ENSG00000120889
CMA1	ENSG00000092009
TMX2	ENSG00000213593
GABRA1	ENSG00000022355
ARHGAP4	ENSG00000089820
LIMK1	ENSG00000106683
ANXA5	ENSG00000164111
LIPE	ENSG00000079435
TEP1	
FRA2H	
FRZB	ENSG00000162998
FHL1	ENSG00000022267
HOXD1	ENSG00000128645
HTR1F	ENSG00000179097
JAK2	ENSG00000096968
SELE	ENSG00000007908
HES1	ENSG00000114315
KLKB1	ENSG00000164344
BCOR	ENSG00000183337
CCL11	ENSG00000172156
FCGR1A	ENSG00000150337
ETS2	ENSG00000157557
GAB1	ENSG00000109458
HNRNPH1	
LMO2	ENSG00000135363
MUC16	
CRHR2	ENSG00000106113
GATM	ENSG00000171766
MYL3	ENSG00000160808
HNF1A	ENSG00000135100
NR4A3	ENSG00000119508
LAMC2	ENSG00000058085
CA6	ENSG00000131686
TRPC4	ENSG00000133107
CACNG5	ENSG00000075429
TPPP	ENSG00000171368
NDUFA13	ENSG00000186010
CDK5R1	ENSG00000176749
GLUD1	ENSG00000148672
MTOR	ENSG00000198793
PDK4	ENSG00000004799
SOX10	ENSG00000100146
PACSIN2	ENSG00000100266
CEBPB	ENSG00000172216
LVRN	ENSG00000172901
CACNG2	ENSG00000166862
CELA1	ENSG00000139610
RAB40B	ENSG00000141542
CBR3	ENSG00000159231
MGMT	ENSG00000170430
FOSB	ENSG00000125740
CD1D	ENSG00000158473
GJB3	ENSG00000188910
IL22RA2	ENSG00000164485
CSTP1	ENSG00000228476
GRM5	ENSG00000168959
STXBP2	ENSG00000076944
GATA6	ENSG00000141448
FRA14B	
PDE6B	ENSG00000133256
CRABP2	ENSG00000143320
MC5R	ENSG00000176136
FABP7	ENSG00000164434
MDM4	ENSG00000198625
SRMS	ENSG00000125508
CTSLP2	
TNFSF13	ENSG00000161955
ANO2	ENSG00000047617
CRHBP	ENSG00000145708
CCDC6	ENSG00000108091
F13B	
EZR	ENSG00000092820
MNX1	ENSG00000130675
DFNB14	
EYA2	ENSG00000064655
ACTG1P3	
FRA11H	
APOA2	ENSG00000158874
GTF2H1	
FCGRT	ENSG00000104870
ESRRG	ENSG00000196482
CELSR2	ENSG00000143126
GPR26	ENSG00000154478
DMBT1	ENSG00000187908
KCNC1	ENSG00000129159
NPY1R	ENSG00000164128
TNFRSF10A	ENSG00000104689
ACSS2	ENSG00000131069
MAGEA12	
PLAU	ENSG00000122861
MYOCD	ENSG00000141052
ATP5IF1	
BNC1	ENSG00000169594
ADD1	ENSG00000087274
FGF21	ENSG00000105550
ITGA9	
COL12A1	ENSG00000111799
BICD1	ENSG00000151746
ADM	ENSG00000148926
HOXC4	ENSG00000198353
IFNA17	ENSG00000234829
INHBE	ENSG00000139269
PDHA1	ENSG00000131828
UBASH3B	ENSG00000154127
ABL2	ENSG00000143322
GATA4	
NPY	ENSG00000122585
EHF	ENSG00000135373
CDA	ENSG00000158825
ORAI1	ENSG00000293604
HNRNPA2B1	ENSG00000122566
ABAT	ENSG00000183044
RHEB	ENSG00000106615
ERV1	
TYK2	ENSG00000105397
ANGPT1	ENSG00000154188
NTSR1	ENSG00000101188
ACE2	ENSG00000130234
ITGA2B	ENSG00000005961
NUDT15	ENSG00000136159
TCF3	ENSG00000071564
RGMA	ENSG00000182175
ENO1	ENSG00000074800
HOXD3	ENSG00000128652
APLF	ENSG00000169621
SLC6A15	ENSG00000072041
FOLR2	ENSG00000165457
FRA8D	
CSF1R	ENSG00000182578
CAMK2D	ENSG00000145349
EPHA8	ENSG00000070886
FYB1	ENSG00000082074
NCSTN	ENSG00000162736
TERC	ENSG00000270141
E2F6	ENSG00000169016
GALNT2	ENSG00000143641
FGF1	ENSG00000113578
NEK2	ENSG00000117650
GSTT1	ENSG00000277656
TPH2	ENSG00000139287
CD47	ENSG00000196776
FRA2G	
RPS4Y1	ENSG00000129824
RPP30	ENSG00000148688
HSPB1	ENSG00000106211
EZH1	ENSG00000108799
ABR	
MARK2	ENSG00000072518
FRA1M	
EBVM1	
PSMB6	ENSG00000142507
AMD1P2	263
TANC2	ENSG00000170921
GNA11	ENSG00000088256
ATP5F1C	ENSG00000165629
RHOA	ENSG00000067560
ANXA2P1	
CD5	ENSG00000110448
GCH1	ENSG00000131979
PRKACB	ENSG00000142875
FRA5F	
IL1RL1	ENSG00000115602
ACTA2	ENSG00000107796
SMAD7	ENSG00000101665
AZGP1	ENSG00000160862
PPP1R1A	ENSG00000135447
RAC2	ENSG00000128340
CDC25A	ENSG00000164045
AOAH	ENSG00000136250
SLC29A2	ENSG00000174669
CYP4X1	ENSG00000186377
TIRAP	ENSG00000150455
KCNJ8	ENSG00000121361
NLRP3	ENSG00000162711
LTBR	ENSG00000111321
KCNH7	ENSG00000184611
LNPEP	ENSG00000113441
ERVK2	
BIRC5	ENSG00000089685
RUNX1	ENSG00000159216
SFN	ENSG00000175793
COL1A2	ENSG00000164692
COL1AR	
NIM1K	ENSG00000177453
KIR2DS2	
CACNA1E	ENSG00000198216
ALDOC	ENSG00000109107
DDX10	ENSG00000178105
ASPA	ENSG00000108381
DSC2	ENSG00000134755
OXTR	ENSG00000180914
CTNNB1	ENSG00000168036
PGK1	ENSG00000102144
TP53AIP1	ENSG00000120471
UGT1A9	ENSG00000241119
POLD4	ENSG00000175482
MACROD2	ENSG00000172264
ZEB1	ENSG00000148516
SERPINF1	
ADCY8	ENSG00000155897
TARBP1	ENSG00000059588
PRKAA2	ENSG00000162409
SLC39A8	ENSG00000138821
TRPV4	ENSG00000111199
HTR1D	ENSG00000179546
CLOCK	ENSG00000134852
STING1	
ANXA3	ENSG00000138772
PERP	ENSG00000112378
AZF1	
FRA4D	
SLC22A3	ENSG00000146477
CDH11	ENSG00000140937
ALDH1A2	ENSG00000128918
PDE6D	ENSG00000156973
H2AC25	
OSGEP	
PKN1	ENSG00000123143
CRAT	ENSG00000095321
FRA10D	
KLB	ENSG00000134962
LTK	ENSG00000062524
UGT1A10	ENSG00000242515
HDAC11	ENSG00000163517
ART3	ENSG00000156219
CDK1	ENSG00000170312
LDLR	ENSG00000130164
PSMC4	
MC1R	ENSG00000258839
KLF4	ENSG00000136826
CARINH	
GLP2R	ENSG00000065325
PPAT	ENSG00000128059
NDUFB9	ENSG00000147684
COL4A2	ENSG00000134871
GABRA6	ENSG00000145863
ERCC1	ENSG00000012061
SLC12A2	ENSG00000064651
MYL4	ENSG00000198336
ADRA1A	ENSG00000120907
TNFRSF9	ENSG00000049249
RBX1	ENSG00000100387
PRRC2A	
OR10P1	ENSG00000175398
CYP7A1	ENSG00000167910
TTC6	ENSG00000139865
HGF	ENSG00000019991
CRTAP	ENSG00000170275
PORCN	ENSG00000102312
CCL7	ENSG00000108688
HBG2	ENSG00000196565
CRK	ENSG00000167193
EHMT2	
HSP90AA1	ENSG00000080824
CMTX3	
COX5BP3	
RPL41	ENSG00000229117
OPLAH	ENSG00000178814
PARP1P2	
SI	ENSG00000090402
GRM6	ENSG00000113262
GPR19	ENSG00000183150
UGCG	ENSG00000148154
MT-CYB	ENSG00000198727
GK2	ENSG00000196475
GPM6A	ENSG00000150625
CNIH3	ENSG00000143786
KCNE1	ENSG00000180509
ZFHX3	ENSG00000140836
COD2	
CREBL2	ENSG00000111269
NT5C	ENSG00000125458
MYRF	ENSG00000124920
NEK4	ENSG00000114904
CACNA2D2	ENSG00000007402
MAZ	ENSG00000103495
IL2	ENSG00000109471
BAG6	
IFNR	
ACTBP9	
AADAT	ENSG00000109576
MPHOSPH8	ENSG00000196199
RPS3	ENSG00000149273
CR1	ENSG00000203710
GPNMB	ENSG00000136235
GNAQ	ENSG00000156052
GLC#	
FARP2	ENSG00000006607
GRIA3	ENSG00000125675
FGD4	ENSG00000139132
NBEA	ENSG00000172915
FANCA	ENSG00000187741
THBD	ENSG00000178726
C4B	
ACTG1P9	
PSMC3IP	ENSG00000131470
NOTCH4	
SULT2A1	ENSG00000105398
EML4	ENSG00000143924
CDK17	ENSG00000059758
POR	ENSG00000127948
GPR15	ENSG00000154165
FTH1P4	
PCSK1	ENSG00000175426
MMP14	ENSG00000157227
NATP	
POLI	ENSG00000101751
TMSB4X	ENSG00000205542
DMTN	ENSG00000158856
MAPK6	ENSG00000069956
ATP6V1B1	ENSG00000116039
CHRNE	ENSG00000108556
BCR	ENSG00000186716
TNFSF13B	ENSG00000102524
SLC46A1	ENSG00000076351
CALCB	ENSG00000175868
BCKDHB	ENSG00000083123
INVS	ENSG00000119509
TYMSOS	
UGT1A4	ENSG00000244474
HLA-DMA	
SPSB2	ENSG00000111671
NPFFR1	ENSG00000148734
IFIT2	ENSG00000119922
ACTN3	ENSG00000248746
JUNB	ENSG00000171223
PVT1	ENSG00000249859
TRPC5	ENSG00000072315
EGR4	ENSG00000135625
NFATC2	ENSG00000101096
SPOPL	ENSG00000144228
PDE3B	ENSG00000152270
DPYS	ENSG00000147647
ADGRL3	ENSG00000150471
JMJD8	ENSG00000161999
CRY1	ENSG00000008405
ERBB4	ENSG00000178568
ELK4	ENSG00000158711
RPL36	ENSG00000130255
FMOD	ENSG00000122176
FBN2	ENSG00000138829
IGFBP7	ENSG00000163453
LTB	
AKR1B1P2	
BDKRB1	ENSG00000100739
ICA1	ENSG00000003147
FHL2	ENSG00000115641
ZNF211	ENSG00000121417
TEAD1	ENSG00000187079
SV2A	ENSG00000159164
XPNPEP3	ENSG00000196236
KIF1A	ENSG00000130294
JUN	ENSG00000177606
CDH2	ENSG00000170558
DBIL3	
PMAIP1	ENSG00000141682
DDIT4	ENSG00000168209
GKP4	
PYGB	ENSG00000100994
PTGIR	ENSG00000160013
TTR	ENSG00000118271
GRK2	ENSG00000173020
ZNF423	ENSG00000102935
PSMD7	ENSG00000103035
MARK3	ENSG00000075413
DOT1L	ENSG00000104885
DES	ENSG00000175084
SLC5A4	ENSG00000100191
CD28	ENSG00000178562
NDUFB4	ENSG00000065518
S100A2	ENSG00000196754
FLNA	ENSG00000196924
KCNG3	ENSG00000171126
BRAF	ENSG00000157764
HRH1	ENSG00000196639
HSD3B2	ENSG00000203859
KIR2DL1	
FADD	ENSG00000168040
CCND2	ENSG00000118971
PRKG2	ENSG00000138669
IL17RC	ENSG00000163702
ELK1	ENSG00000126767
ARVD3	
FBXL17	ENSG00000145743
IRS4	ENSG00000133124
DKC1	ENSG00000130826
CYB5P1	
CARD16	ENSG00000204397
LAMA2	ENSG00000196569
ARHGEF10	
ESRRA	ENSG00000173153
ATP2A1	ENSG00000196296
HK2	ENSG00000159399
LIF	ENSG00000128342
NPBWR1	ENSG00000288611
HOXC13	ENSG00000123364
TBXAS1	ENSG00000059377
PTP4A1	ENSG00000112245
TPH1	ENSG00000129167
GJA1P1	
RPS6KB2	ENSG00000175634
DAGLA	ENSG00000134780
RXFP1	ENSG00000171509
RCE1	ENSG00000173653
PDGFRB	ENSG00000113721
ALPL	ENSG00000162551
LPO	ENSG00000167419
GLRB	ENSG00000109738
EFNA1	ENSG00000169242
ERVK-20	
BDKRB2	ENSG00000168398
COL6A6	ENSG00000206384
EEF1G	ENSG00000254772
ACTG2	ENSG00000163017
CRISPLD2	ENSG00000103196
PRKG1	ENSG00000185532
PRPS1	ENSG00000147224
HSPA5	ENSG00000044574
MECOM	ENSG00000085276
EMX1	ENSG00000135638
PSMD10P2	
P4HB	ENSG00000185624
ATP6V1A	ENSG00000114573
ECT2L	ENSG00000203734
HLA-F	
DNAAF9	ENSG00000088854
CAMK1D	ENSG00000183049
PRDX4	ENSG00000123131
STAT2	ENSG00000170581
UCP1	ENSG00000109424
GALNS	ENSG00000141012
BCL2L2-PABPN1	ENSG00000258643
GCNT1	ENSG00000187210
BAK1P2	
POLR3D	ENSG00000168495
COL10A1	ENSG00000123500
PSMB3	
DVL1	ENSG00000107404
SMARCB1	
IL25	ENSG00000166090
SCNN1B	ENSG00000168447
DAO	ENSG00000110887
ARAP1	ENSG00000186635
NF1	ENSG00000196712
CCL5	
SENP1	ENSG00000079387
TFF2	ENSG00000160181
MAPK3	ENSG00000102882
EYS	ENSG00000188107
ART4	ENSG00000111339
SMYD3	ENSG00000185420
DCN	ENSG00000011465
TXNRD3	ENSG00000197763
