hgnc_id,symbol,locus_type,seq_region,start,stop
"41835","MIR4641","RNA, micro","6","41598723","41598788"
"41836","MIR4758","RNA, micro","20","62332487","62332557"
"41837","MIR4435-2","RNA, micro","2","111321013","111321086"
"41838","MIR4498","RNA, micro","12","120155434","120155499"
"41839","MIR4520-2","RNA, micro","17","6655449","6655502"
"41840","MIR4801","RNA, micro","4","37241910","37241991"
"41841","MIR4638","RNA, micro","5","181222566","181222633"
"41842","MIR4465","RNA, micro","6","140683814","140683883"
"41843","MIR2392","RNA, micro","14","100814491","100814574"
"41844","MIR4677","RNA, micro","1","243346176","243346255"
"41845","MIR4514","RNA, micro","15","80997417","80997473"
"41846","MIR3689D2","RNA, micro","9","134850277","134850356"
"41847","MIR4711","RNA, micro","1","59733227","59733296"
"41848","MIR4426","RNA, micro","1","192716328","192716390"
"41850","MIR4447","RNA, micro","3","116850277","116850367"
"41851","MIR4487","RNA, micro","11","47400970","47401042"
"41852","MIR4649","RNA, micro","7","44110849","44110912"
"41853","MIR4500","RNA, micro","13","87618665","87618740"
"41854","MIR548AI","RNA, micro","6","99124609","99124696"
"41855","MIR4513","RNA, micro","15","74788672","74788757"
"41856","MIR4692","RNA, micro","11","72783530","72783592"
"41857","MIR4659A","RNA, micro","8","6745164","6745244"
"41858","MIR4451","RNA, micro","4","85722468","85722533"
"41859","MIR4477A","RNA, micro","9","41233755","41233835"
"41860","MIR4509-1","RNA, micro","15","23197827","23197920"
"41861","MIR4660","RNA, micro","8","9048445","9048518"
"41862","MIR4670","RNA, micro","9","92527984","92528058"
"41863","MIR371B","RNA, micro","19","53787677","53787742"
"41864","MIR4449","RNA, micro","4","52712682","52712747"
"41865","MIR4642","RNA, micro","6","44435641","44435722"
"41866","MIR4744","RNA, micro","18","49049687","49049768"
"41867","MIR4698","RNA, micro","12","47187812","47187891"
"41868","MIR4745","RNA, micro","19","804940","805001"
"41870","MIR550A3","RNA, micro","7","29680734","29680828"
"41871","MIR4490","RNA, micro","11","90555774","90555857"
"41872","MIR4531","RNA, micro","19","44653686","44653732"
"41873","MIR4774","RNA, micro","2","168582943","168583018"
"41874","MIR4783","RNA, micro","2","127423537","127423618"
"41875","MIR3591","RNA, micro","18","58451080","58451152"
"41876","MIR3972","RNA, micro","1","17277889","17277975"
"41877","MIR4800","RNA, micro","4","2250077","2250156"
"41878","MIR4517","RNA, micro","16","28958583","28958661"
"41879","MIR4421","RNA, micro","1","51059837","51059905"
"41880","MIR4730","RNA, micro","17","80419418","80419493"
"41881","MIR2467","RNA, micro","2","239351724","239351804"
"41882","MIR548O2","RNA, micro","20","38516563","38516632"
"41883","MIR4683","RNA, micro","10","35641172","35641252"
"41884","MIR548AJ1","RNA, micro","6","132115192","132115263"
"41885","MIR4775","RNA, micro","2","207754807","207754881"
"41886","MIR4533","RNA, micro","20","60478111","60478181"
"41887","MIR3689E","RNA, micro","9","134850570","134850641"
"41888","MIR4735","RNA, micro","1","196582413","196582481"
"41889","MIR4785","RNA, micro","2","160407810","160407882"
"41890","MIR4679-2","RNA, micro","10","89063335","89063411"
"41891","MIR4425","RNA, micro","1","25023503","25023586"
"41892","MIR4453","RNA, micro","4","152536428","152536516"
"41893","MIR548AK","RNA, micro","10","12130760","12130816"
"41894","MIR4743","RNA, micro","18","48670600","48670668"
"41895","MIR4689","RNA, micro","1","5862672","5862741"
"41896","MIR4467","RNA, micro","7","102471469","102471531"
"41897","MIR4688","RNA, micro","11","46376402","46376484"
"41898","MIR4477B","RNA, micro","9","63819574","63819654"
"41899","MIR4713","RNA, micro","15","51242190","51242264"
"41900","MIR4718","RNA, micro","16","12720321","12720371"
"41901","MIR4771-1","RNA, micro","2","87194786","87194859"
"41902","MIR1343","RNA, micro","11","34941837","34941920"
"41903","MIR4525","RNA, micro","17","82668233","82668307"
"41904","MIR4746","RNA, micro","19","4445978","4446048"
"41905","TYW1P1","pseudogene","","",""
"41906","PROB1","gene with protein product","5","139390592","139395104"
"41907","STEAP1B","gene with protein product","7","22419444","22727613"
"41908","SAP25","gene with protein product","7","100572228","100573900"
"41909","STMP1","gene with protein product","7","135662496","135693418"
"41910","CCDC166","gene with protein product","8","143706694","143708109"
"41911","FAM205A","gene with protein product","9","34723053","34729488"
"41912","RNF224","gene with protein product","9","137227502","137229640"
"41913","SMIM10","gene with protein product","X","134990991","134992473"
"41915","SMIM9","gene with protein product","X","154823348","154834662"
"41916","ERHP1","pseudogene","7","139534240","139534549"
"41917","ERHP2","pseudogene","6","54016479","54016777"
"41919","MTND5P2","pseudogene","13","95692538","95693972"
"41920","BRWD1-IT1","RNA, long non-coding","21","39217093","39219805"
"41921","METTL21AP1","pseudogene","21","39235386","39236020"
"41922","HLFP1","pseudogene","6","132674885","132675383"
"41923","MTCYBP4","pseudogene","6","133150568","133150816"
"41926","LINC00326","RNA, long non-coding","6","132954257","133107410"
"41927","ZNRF3-AS1","RNA, long non-coding","22","29024999","29031476"
"41928","PTP4A1P1","pseudogene","2","158065545","158066059"
"41929","PTP4A1P2","pseudogene","12","133033503","133033956"
"41930","PTP4A1P3","pseudogene","7","91107374","91107793"
"41931","PTP4A1P4","pseudogene","5","86087526","86087847"
"41932","PTP4A1P5","pseudogene","X","27427777","27428231"
"41933","PTP4A1P6","pseudogene","11","86432098","86432575"
"41934","PTP4A1P7","pseudogene","1","176616273","176616786"
"41935","ATP6V0E1P1","pseudogene","5","132948493","132948718"
"41936","ATP6V0E1P2","pseudogene","3","41859350","41859594"
"41937","ATP6V0E1P3","pseudogene","2","33602041","33602286"
"41938","ATP6V0E1P4","pseudogene","1","47550196","47550753"
"41939","TMEM212-AS1","RNA, long non-coding","3","171815586","171900749"
"41940","HM13-AS1","RNA, long non-coding","20","31567707","31573263"
"41942","FOXP1-AS1","RNA, long non-coding","3","71289769","71305853"
"41943","RNU1-17P","pseudogene","5","180729586","180729737"
"41944","RNU1-18P","pseudogene","6","122211648","122211811"
"41945","RNU1-19P","pseudogene","10","86889569","86889733"
"41946","RNU1-20P","pseudogene","3","192729555","192729716"
"41947","RNU1-21P","pseudogene","11","123763927","123764089"
"41948","METTL21EP","pseudogene","13","102880040","102896033"
"41949","TMSB10P1","pseudogene","2","235882362","235882493"
"41950","TMSB10P2","pseudogene","X","18341216","18341346"
"41951","FABP7P1","pseudogene","1","243624666","243625056"
"41952","FABP7P2","pseudogene","2","95368507","95368885"
"41953","SEC63P1","pseudogene","1","97545701","97546958"
"41954","SEC63P2","pseudogene","4","35487812","35489750"
"41955","IPO8P1","pseudogene","1","210859177","210862285"
"41956","RNA5-8SP2","pseudogene","16","34162959","34163110"
"41957","RNA5-8SP3","pseudogene","","",""
"41958","RNA5-8SP4","pseudogene","19","24004358","24004507"
"41959","RNA5-8SP5","pseudogene","2","132253154","132253305"
"41960","RNA5-8SP6","pseudogene","Y","10200155","10200306"
"41962","RNA5-8SP7","pseudogene","20","5346006","5346160"
"41963","RNU1-22P","pseudogene","16","3086143","3086300"
"41964","RNU1-23P","pseudogene","20","24237255","24237398"
"41967","CTAGE16P","pseudogene","13","58528615","58531026"
"41968","RPL7AP73","pseudogene","13","22803296","22803648"
"41969","GRPEL2P1","pseudogene","13","88978447","88978785"
"41970","GRPEL2P2","pseudogene","X","64697878","64698547"
"41971","GRPEL2P3","pseudogene","7","94782886","94783525"
"41973","RPLP1P13","pseudogene","13","23373423","23374061"
"41974","PCNPP2","pseudogene","9","88970887","88971341"
"41975","PCNPP3","pseudogene","12","65645992","65646462"
"41976","PCNPP4","pseudogene","X","75537547","75538702"
"41977","PCNPP5","pseudogene","13","48328084","48328564"
"41978","NPIPA3","gene with protein product","16","14708944","14726338"
"41979","NPIPA2","gene with protein product","16","14748066","14765413"
"41980","NPIPA5","gene with protein product","16","15363628","15381047"
"41981","IRF5P1","pseudogene","8","92972575","92974738"
"41982","NPIPA7","gene with protein product","16","16379055","16393954"
"41983","NPIPA8","gene with protein product","16","18317942","18336736"
"41984","NPIPA9","unknown","16","18358086","18379331"
"41985","NPIPB4","gene with protein product","16","21834569","21880827"
"41987","NPIPB9","gene with protein product","16","28751787","28772807"
"41989","NPIPB13","gene with protein product","16","30222937","30254510"
"41990","NPIPB14P","pseudogene","16","69976388","69996188"
"41991","CYP51A1P3","pseudogene","6","148478693","148480763"
"41992","TMX2-CTNND1","readthrough","","",""
"41993","STX16-NPEPL1","readthrough","20","58651434","58715410"
"41994","MSH5-SAPCD1","readthrough","6","31740020","31764851"
"41995","INMT-MINDY4","readthrough","7","30752137","30892081"
"41996","HSPB2-C11orf52","readthrough","11","111912736","111926871"
"41997","FKBP1A-SDCBP2","readthrough","","",""
"41998","CHKB-CPT1B","readthrough","22","50568869","50582965"
"41999","ATP6V1G2-DDX39B","readthrough","6","31530219","31546608"
"42000","ARMCX5-GPRASP2","readthrough","X","102599512","102714671"
"42001","BLOC1S5-TXNDC5","readthrough","6","7881522","8064364"
"42004","RPS3AP52","pseudogene","13","68634190","68634486"
"42005","RAC1P8","pseudogene","13","61805150","61805676"
"42006","RAC1P6","pseudogene","7","115136475","115137220"
"42007","RAC1P7","pseudogene","1","234026851","234027227"
"42008","PPP1R2P10","pseudogene","13","63811014","63811608"
"42009","LINC00327","RNA, long non-coding","13","23465776","23487712"
"42010","TRIM60P19","pseudogene","13","66268997","66270458"
"42011","FAM204BP","pseudogene","1","197746751","197747451"
"42012","FAM204CP","pseudogene","13","75688556","75689197"
"42013","FAM204DP","pseudogene","14","77173075","77173652"
"42014","USP24P1","pseudogene","13","19015487","19019336"
"42015","PPP1R26P1","pseudogene","13","48316863","48320475"
"42016","PPP1R26P2","pseudogene","22","18650023","18653617"
"42017","PPP1R26P3","pseudogene","22","18400407","18404206"
"42018","PPP1R26P4","pseudogene","22","18715815","18719341"
"42019","PPP1R26P5","pseudogene","22","21341595","21345258"
"42020","BRK1P1","pseudogene","X","9179385","9179606"
"42021","BRK1P2","pseudogene","13","91023732","91023954"
"42022","CCNQP3","pseudogene","13","19382454","19383072"
"42023","ANKRD20A9P","pseudogene","13","18816718","18871967"
"42024","ANKRD20A11P","pseudogene","21","13909574","13980437"
"42025","ZNF965P","pseudogene","13","18734080","18734896"
"42027","LINC00328-2P","pseudogene","13","18809830","18810048"
"42028","LINC00328","RNA, long non-coding","","",""
"42030","H3P36","pseudogene","13","71675067","71675469"
"42031","NONOP1","pseudogene","","",""
"42032","NONOP2","pseudogene","2","60936819","60938049"
"42033","PSPC1P1","pseudogene","13","19201637","19227432"
"42034","MTND5P3","pseudogene","13","84521725","84523915"
"42035","MTND4P1","pseudogene","13","84520103","84521568"
"42036","RPL5P31","pseudogene","13","51161723","51162357"
"42037","ZBED9P1","pseudogene","13","35185294","35186679"
"42039","SNRPGP14","pseudogene","13","49488970","49489364"
"42040","MTCL1P1","pseudogene","13","70923664","70924455"
"42041","NIPA2P1","pseudogene","7","91320128","91321103"
"42042","NIPA2P2","pseudogene","3","75084155","75085237"
"42043","NIPA2P3","pseudogene","21","19620695","19621545"
"42044","NIPA2P4","pseudogene","8","81617220","81618560"
"42045","NIPA2P5","pseudogene","13","79090783","79094119"
"42046","SLC35E1P1","pseudogene","13","20607268","20608131"
"42047","LINC00330","RNA, long non-coding","13","44799503","44809630"
"42048","LINC00331","RNA, long non-coding","13","78786272","78840051"
"42049","LINC00332","RNA, long non-coding","13","40172505","40195361"
"42050","LINC00333","RNA, long non-coding","13","84562364","84563236"
"42051","MTND1P2","pseudogene","7","64111752","64112572"
"42052","MTND1P3","pseudogene","7","141803701","141804652"
"42053","MTND1P4","pseudogene","7","57185788","57186202"
"42060","MTND1P11","pseudogene","9","5094139","5095014"
"42061","MTND1P12","pseudogene","Y","11445418","11445564"
"42063","MTND1P14","pseudogene","17","19602259","19603208"
"42064","MTND1P15","pseudogene","17","22524738","22525686"
"42065","MTND1P16","pseudogene","3","106901068","106901965"
"42067","MTND1P18","pseudogene","10","37600796","37601368"
"42069","MTND1P20","pseudogene","10","69595487","69596436"
"42070","MTND1P21","pseudogene","10","20804293","20804577"
"42073","MTND1P24","pseudogene","12","41699391","41700251"
"42075","MTND1P26","pseudogene","2","131385700","131386314"
"42076","MTND1P27","pseudogene","2","140220584","140221485"
"42077","MTND1P28","pseudogene","2","117023918","117024867"
"42078","MTND1P29","pseudogene","2","130270440","130272272"
"42079","MTND1P30","pseudogene","X","55180377","55181277"
"42080","MTND1P31","pseudogene","X","62842542","62843502"
"42081","MTND1P32","pseudogene","X","102785667","102786604"
"42082","MTND1P33","pseudogene","X","143433042","143433958"
"42086","MTND1P36","pseudogene","11","103407441","103408376"
"42088","MTND1P35","pseudogene","11","89908540","89909047"
"42090","MTND1P34","pseudogene","1","47164510","47165920"
"42091","MTND1P25","pseudogene","","",""
"42092","MTND1P23","pseudogene","1","629062","629433"
"42093","MTND1P22","pseudogene","4","155462873","155463823"
"42094","MTND1P19","pseudogene","4","92702345","92702659"
"42095","MTND1P17","pseudogene","22","16876218","16876421"
"42096","MTND1P13","pseudogene","","",""
"42097","MTND1P10","pseudogene","22","36178554","36179385"
"42099","MTND1P9","pseudogene","20","57357426","57358369"
"42100","MTND1P8","pseudogene","16","3369957","3370906"
"42102","MTND1P7","pseudogene","8","46828117","46828413"
"42103","MTND1P6","pseudogene","8","33014081","33015026"
"42104","MTND1P5","pseudogene","8","103085651","103086590"
"42105","MTND2P4","pseudogene","7","64110547","64111550"
"42106","MTND2P5","pseudogene","7","141802482","141803487"
"42107","MTND2P6","pseudogene","7","57186412","57187441"
"42109","MTND2P8","pseudogene","9","78741720","78742744"
"42110","MTND2P9","pseudogene","9","80565032","80565962"
"42112","MTND2P11","pseudogene","9","109300186","109301172"
"42113","MTND2P12","pseudogene","17","19603797","19605048"
"42114","MTND2P13","pseudogene","17","22525899","22526937"
"42115","MTND2P14","pseudogene","3","106902173","106902523"
"42116","MTND2P15","pseudogene","10","69594041","69594932"
"42117","MTND2P16","pseudogene","10","19747823","19748621"
"42118","MTND2P17","pseudogene","12","41698495","41699182"
"42119","MTND2P18","pseudogene","2","131384461","131385490"
"42120","MTND2P19","pseudogene","2","140217651","140220368"
"42121","MTND2P20","pseudogene","2","155264163","155264823"
"42122","MTND2P21","pseudogene","2","117025077","117026118"
"42123","MTND2P22","pseudogene","2","130272479","130273511"
"42124","MTND2P23","pseudogene","2","211777206","211777856"
"42125","MTND2P24","pseudogene","X","55179194","55179999"
"42126","MTND2P25","pseudogene","X","62843697","62844306"
"42127","MTND2P26","pseudogene","11","103406213","103407241"
"42128","MTND2P27","pseudogene","","",""
"42129","MTND2P28","pseudogene","1","629640","630683"
"42130","MTND2P29","pseudogene","1","50017092","50017503"
"42131","MTND2P30","pseudogene","1","81080790","81081171"
"42132","MTND2P31","pseudogene","4","14505865","14506480"
"42134","MTND2P33","pseudogene","4","155461633","155462663"
"42139","MTND2P32","pseudogene","8","33015261","33017043"
"42140","MTND2P10","pseudogene","","",""
"42141","MTND2P7","pseudogene","8","133754811","133755450"
"42142","MTND3P2","pseudogene","7","64105654","64105995"
"42144","MTND3P4","pseudogene","9","101793454","101793756"
"42146","MTND3P6","pseudogene","3","106896483","106896821"
"42147","MTND3P7","pseudogene","3","166160777","166161119"
"42149","MTND3P9","pseudogene","2","143098484","143098829"
"42150","MTND3P10","pseudogene","2","120212935","120213275"
"42153","MTND3P8","pseudogene","1","235541759","235542097"
"42154","MTND3P5","pseudogene","4","25720099","25720431"
"42155","MTND3P3","pseudogene","4","155456638","155456981"
"42158","NANOGNBP1","pseudogene","2","100660199","100660678"
"42159","NANOGNBP2","pseudogene","12","132972338","132972890"
"42160","NANOGNBP3","pseudogene","X","101337725","101338289"
"42161","SEPHS1P1","pseudogene","7","64852397","64853354"
"42162","SEPHS1P2","pseudogene","15","93430659","93431217"
"42163","SEPHS1P3","pseudogene","","",""
"42165","SEPHS2P1","pseudogene","5","14960232","14961393"
"42167","SEPHS1P7","pseudogene","2","114260050","114261226"
"42168","SEPHS1P6","pseudogene","2","199659551","199660729"
"42169","SEPHS1P4","pseudogene","X","73769248","73770423"
"42171","DDX3P1","pseudogene","X","74121012","74131923"
"42172","DDX3P2","pseudogene","X","74133004","74133114"
"42173","DDX3P3","pseudogene","4","103572089","103574082"
"42175","TUBBP6","pseudogene","7","55645620","55646951"
"42176","TUBBP7","pseudogene","","",""
"42177","BPIFB5P","pseudogene","20","33316869","33329969"
"42178","TUBBP9","pseudogene","6","39934595","40000527"
"42179","TUBBP8","pseudogene","15","29612570","29614274"
"42180","TUBB4BP1","pseudogene","12","25440875","25441052"
"42181","TUBB3P2","pseudogene","7","134734898","134735129"
"42182","TUBB8P1","pseudogene","9","21811621","21812347"
"42183","TUBB4BP2","pseudogene","9","34109171","34109968"
"42184","TUBBP11","pseudogene","3","103630661","103630912"
"42185","TUBB8P4","pseudogene","12","34164773","34166954"
"42186","TUBB8P5","pseudogene","12","38201566","38203792"
"42187","ATP5MC2P3","pseudogene","2","197263111","197263535"
"42188","ATP5MC2P4","pseudogene","X","42098754","42099173"
"42189","MTND4P2","pseudogene","7","64104093","64105295"
"42190","MTND4P3","pseudogene","7","68266319","68266859"
"42191","MTND4P4","pseudogene","7","57169406","57170771"
"42192","MTND4P5","pseudogene","7","57192695","57194068"
"42193","MTND4P6","pseudogene","7","117263917","117264388"
"42199","MTND4P12","pseudogene","5","134926660","134928036"
"42201","MTND4P14","pseudogene","9","5107937","5109290"
"42202","MTND4P15","pseudogene","9","92110865","92111897"
"42203","MTND4P16","pseudogene","3","106894352","106895718"
"42204","MTND4P17","pseudogene","3","166160021","166160370"
"42205","MTND4P18","pseudogene","10","36434710","36435174"
"42206","MTND4P19","pseudogene","10","94774156","94774633"
"42207","MTND4P20","pseudogene","10","94940253","94941121"
"42208","MTND4P21","pseudogene","2","131372294","131373650"
"42209","MTND4P22","pseudogene","2","143096839","143098007"
"42210","MTND4P23","pseudogene","2","201213298","201214660"
"42212","MTND4P25","pseudogene","2","82814984","82815516"
"42213","MTND4P26","pseudogene","2","120213631","120214989"
"42214","MTND4P27","pseudogene","2","130278757","130280110"
"42215","MTND4P28","pseudogene","2","155311023","155311409"
"42216","MTND4P29","pseudogene","2","201554384","201556051"
"42217","MTND4P30","pseudogene","2","202617983","202618881"
"42218","MTND4P31","pseudogene","X","70124972","70129071"
"42219","MTND4P32","pseudogene","X","102799942","102801399"
"42220","MTND4P24","pseudogene","X","126472885","126473281"
"42222","MTND4P13","pseudogene","6","153668879","153669901"
"42223","MTND4P11","pseudogene","1","93922574","93923945"
"42225","MTND4P10","pseudogene","1","235540053","235541415"
"42226","MTND4P9","pseudogene","4","25718082","25719745"
"42227","MTND4P8","pseudogene","4","155455050","155456411"
"42234","MTND4P7","pseudogene","8","13353401","13353530"
"42236","MTND4LP2","pseudogene","7","64105292","64105576"
"42238","MTND4LP4","pseudogene","","",""
"42239","MTND4LP5","pseudogene","5","100050359","100050650"
"42240","MTND4LP6","pseudogene","","",""
"42241","MTND4LP7","pseudogene","9","92110575","92110868"
"42242","MTND4LP8","pseudogene","","",""
"42243","MTND4LP9","pseudogene","3","29797652","29797825"
"42244","MTND4LP10","pseudogene","3","166160414","166160704"
"42245","MTND4LP11","pseudogene","10","33023368","33023647"
"42246","MTND4LP12","pseudogene","2","143098123","143098417"
"42247","MTND4LP13","pseudogene","2","201214653","201214950"
"42248","MTND4LP14","pseudogene","2","120213344","120213631"
"42249","MTND4LP15","pseudogene","","",""
"42250","MTND4LP16","pseudogene","2","201554096","201554390"
"42251","MTND4LP17","pseudogene","2","202617695","202617987"
"42252","MTND4LP18","pseudogene","11","81552226","81552516"
"42253","MTND4LP19","pseudogene","6","91727159","91727324"
"42254","MTND4LP20","pseudogene","6","153668589","153668858"
"42255","MTND4LP21","pseudogene","1","235541412","235541706"
"42256","MTND4LP22","pseudogene","4","25719755","25720030"
"42257","MTND4LP23","pseudogene","","",""
"42258","MTND4LP24","pseudogene","16","10723065","10723355"
"42259","MTND4LP25","pseudogene","16","49066567","49066729"
"42260","MTND4LP26","pseudogene","8","18200924","18201205"
"42261","MTND4LP27","pseudogene","","",""
"42262","MTND4LP28","pseudogene","","",""
"42263","MTND4LP29","pseudogene","","",""
"42264","MTND4LP30","pseudogene","5","134928030","134928326"
"42265","MTND4LP3","pseudogene","3","106895729","106896408"
"42268","MTND5P6","pseudogene","7","57170974","57172771"
"42269","MTND5P7","pseudogene","7","57194257","57196054"
"42270","MTND5P8","pseudogene","7","112372647","112373729"
"42272","MTND5P10","pseudogene","5","100046977","100048785"
"42273","MTND5P11","pseudogene","5","134924648","134926459"
"42274","MTND5P12","pseudogene","5","94567461","94568909"
"42276","MTND5P14","pseudogene","9","5109496","5110762"
"42277","MTND5P15","pseudogene","3","177010719","177011067"
"42278","MTND5P16","pseudogene","3","106898889","106900591"
"42279","MTND5P17","pseudogene","10","36432882","36434484"
"42284","MTND5P22","pseudogene","2","124680722","124680916"
"42285","MTND5P23","pseudogene","2","131370306","131372075"
"42286","MTND5P24","pseudogene","2","143094789","143096555"
"42287","MTND5P25","pseudogene","2","201212283","201213081"
"42289","MTND5P27","pseudogene","2","82815809","82817528"
"42290","MTND5P28","pseudogene","2","120215181","120217279"
"42291","MTND5P29","pseudogene","2","130280299","130282105"
"42292","MTND5P30","pseudogene","2","155311697","155313427"
"42293","MTND5P31","pseudogene","2","201556892","201558265"
"42295","MTND5P26","pseudogene","X","102803041","102806138"
"42296","MTND5P21","pseudogene","11","11239759","11240280"
"42300","MTND5P20","pseudogene","1","113576757","113576899"
"42301","MTND5P19","pseudogene","1","235538052","235539845"
"42302","MTND5P18","pseudogene","1","237949736","237951536"
"42304","MTND5P13","pseudogene","4","64609454","64610532"
"42305","MTND5P9","pseudogene","4","155453049","155454803"
"42306","MTND5P4","pseudogene","4","17061878","17062165"
"42307","MTND5P5","pseudogene","4","101972423","101972798"
"42319","GUSBP5","pseudogene","4","143559472","143561460"
"42320","GUSBP6","pseudogene","7","64100305","64150721"
"42321","GUSBP7","pseudogene","5","100062275","100067954"
"42322","GUSBP8","pseudogene","5","99532628","99534611"
"42323","GUSBP9","pseudogene","5","71197646","71208130"
"42324","GUSBP10","pseudogene","7","57177409","57180052"
"42325","GUSBP11","pseudogene","22","23638487","23717356"
"42326","GUSBP12","pseudogene","7","57200825","57203597"
"42328","EAF1-AS1","RNA, long non-coding","3","15436171","15455940"
"42330","TEKT4P3","pseudogene","2","130313934","130314411"
"42331","TUBB4BP3","pseudogene","X","118128748","118129018"
"42332","TUBB2BP1","pseudogene","6","3177044","3179764"
"42333","TUBB4BP4","pseudogene","11","91949731","91950034"
"42334","TUBB8P2","pseudogene","6","143436216","143436710"
"42335","TUBB4BP5","pseudogene","4","121451541","121451967"
"42336","TUBB4BP6","pseudogene","9","118763867","118764345"
"42337","TUBB4BP7","pseudogene","6","152898047","152899280"
"42338","TUBB8P3","pseudogene","4","112077598","112078400"
"42339","TUBB3P1","pseudogene","6","89301783","89303114"
"42340","TUBB4AP1","pseudogene","X","123561642","123562966"
"42342","TUBB6P1","pseudogene","","",""
"42343","TUBB8P6","pseudogene","1","242057085","242060242"
"42344","TUBBP10","pseudogene","1","52994726","52996026"
"42345","TUBB8P7","pseudogene","16","90093154","90096354"
"42346","TUBB8P8","pseudogene","3","198119721","198120778"
"42347","TUBB8P9","pseudogene","1","227506182","227508292"
"42348","TUBB8P10","pseudogene","1","227493029","227495142"
"42349","CYP46A4P","pseudogene","1","48089368","48089634"
"42350","TDGF1P1","pseudogene","X","38395369","38395895"
"42352","DTX2P1","pseudogene","7","76978617","77004308"
"42353","UPK3BP1","pseudogene","7","77004662","77005774"
"42354","ZEB1-AS1","RNA, long non-coding","10","31206278","31320447"
"42356","TPTE2P5","pseudogene","13","40812309","40921749"
"42357","FAM86FP","pseudogene","12","8232512","8242948"
"42358","FAM86GP","pseudogene","11","3410352","3422496"
"42359","FAM86HP","pseudogene","3","130097782","130111506"
"42360","DTX2P1-UPK3BP1-PMS2P11","readthrough","7","76959835","77043775"
"42362","TBC1D3P1-DHX40P1","readthrough","17","59962363","60018975"
"42363","ANKRD62P1","pseudogene","22","16671090","16679493"
"42364","LAP3P1","pseudogene","6","82924829","82925122"
"42365","LAP3P2","pseudogene","6","36673817","36675270"
"42366","RAB11FIP1P1","pseudogene","X","74202834","74204595"
"42368","RBBP4P1","pseudogene","5","14797125","14798400"
"42369","RBBP4P2","pseudogene","3","94075912","94077175"
"42370","RBBP4P3","pseudogene","6","60873360","60874642"
"42371","RBBP4P4","pseudogene","6","58119741","58121029"
"42372","RBBP4P5","pseudogene","14","21563819","21565084"
"42373","RBBP4P6","pseudogene","5","85190629","85190830"
"42374","HNRNPKP1","pseudogene","5","127511464","127512842"
"42375","HNRNPKP2","pseudogene","2","136199114","136200503"
"42376","HNRNPKP3","pseudogene","11","43120762","43269396"
"42377","HNRNPKP4","pseudogene","3","96349554","96350939"
"42378","HNRNPKP5","pseudogene","5","14877667","14877919"
"42379","RCC2P3","pseudogene","7","138122202","138124595"
"42380","RCC2P4","pseudogene","3","126766434","126767475"
"42381","RCC2P5","pseudogene","3","96753185","96754671"
"42382","RCC2P6","pseudogene","11","62371146","62373168"
"42383","RCC2P7","pseudogene","6","56431950","56433213"
"42384","RCC2P8","pseudogene","4","108788745","108789779"
"42387","CDV3P1","pseudogene","3","96776945","96777683"
"42389","UBFD1P1","pseudogene","3","98434034","98434847"
"42391","TPRG1-AS1","RNA, long non-coding","3","188941715","188947639"
"42392","FAM86C2P","pseudogene","11","67791648","67805336"
"42393","ANKRD62P1-PARP4P3","readthrough","22","16654066","16675540"
"42394","SPRY4-IT1","RNA, long non-coding","","",""
"42396","ENOX1-AS1","RNA, long non-coding","13","43543918","43548056"
"42397","ENOX1-AS2","RNA, long non-coding","13","43458465","43459484"
"42398","C4B_2","gene with protein product","CHR_HSCHR6_MHC_SSTO_CTG1","31974678","31995335"
"42399","CDKN1A-AS1","RNA, long non-coding","","",""
"42400","NCR3LG1","gene with protein product","11","17351800","17377341"
"42405","CYP2C115P","pseudogene","","",""
"42406","CYP2C59P","pseudogene","10","95007126","95007556"
"42407","CYP4F36P","pseudogene","19","15871667","15871852"
"42408","NAMA","RNA, long non-coding","9","99355337","99377240"
"42410","CYP2C60P","pseudogene","10","95009674","95009812"
"42411","CYP2C63P","pseudogene","","",""
"42412","CYP3A52P","pseudogene","7","99872168","99872258"
"42413","CYP3A54P","pseudogene","7","4511959","4512033"
"42414","CYP4A27P","pseudogene","1","47000898","47001087"
"42416","CYP4A44P","pseudogene","1","47002995","47003148"
"42417","CYP4A43P","pseudogene","1","46994382","46994502"
"42418","CYP3A51P","pseudogene","7","99685145","99700034"
"42419","CYP3A137P","pseudogene","7","99820018","99820086"
"42420","ZNF385D-AS2","RNA, long non-coding","3","21942566","21979828"
"42421","ZBTB20-AS2","RNA, long non-coding","3","114684580","114687609"
"42422","ZBTB20-AS3","RNA, long non-coding","3","114873114","114876514"
"42423","ZBTB20-AS4","RNA, long non-coding","3","115100423","115103061"
"42424","YBX1P3","pseudogene","3","114930541","114931449"
"42425","YBX1P4","pseudogene","7","152128879","152129686"
"42426","YBX1P5","pseudogene","5","72417489","72418335"
"42427","YBX1P6","pseudogene","9","109532830","109534332"
"42428","YBX1P7","pseudogene","2","132488554","132489088"
"42429","YBX1P8","pseudogene","X","46684765","46685707"
"42430","YBX1P9","pseudogene","1","226318015","226318693"
"42432","YBX1P10","pseudogene","9","35971344","35972318"
"42434","SRGAP3-AS4","RNA, long non-coding","3","9249742","9257507"
"42435","ADAMTS9-AS2","RNA, long non-coding","3","64684909","65053439"
"42436","MAGI1-IT1","RNA, long non-coding","3","65872815","65954558"
"42437","PTMAP8","pseudogene","3","117026698","117027039"
"42438","ZNF587P1","pseudogene","3","31794470","31796175"
